doc_id	decs_code
biblio-985117	3137
biblio-985117	5016
biblio-985117	50224
biblio-985117	16183
biblio-985117	28599
biblio-985117	16405
biblio-985117	34600
biblio-985117	25058
biblio-985117	51604
biblio-985117	3148
biblio-985117	1538
biblio-985117	28449
biblio-985117	51568
biblio-985117	51300
biblio-985117	15297
biblio-985117	34628
biblio-985117	2973
biblio-985117	51311
biblio-985117	25431
biblio-985117	11376
biblio-985117	28567
biblio-985117	27817
biblio-985117	22519
biblio-985117	15285
biblio-985117	14190
biblio-985117	34918
biblio-985117	51555
biblio-985117	32493
biblio-985117	34859
biblio-989795	13031
biblio-989795	32095
biblio-989795	13957
biblio-989795	24213
biblio-989795	23127
biblio-989795	391
biblio-989795	5639
biblio-989795	34785
biblio-989795	1294
biblio-989795	33182
biblio-989795	32511
biblio-989795	19270
biblio-989795	9913
biblio-989795	9912
biblio-989795	9913
biblio-989795	51835
biblio-989795	9227
biblio-989795	8456
biblio-989795	50224
biblio-989795	37660
biblio-989795	22226
biblio-989795	22228
biblio-989795	22228
biblio-989795	34782
biblio-989795	28567
biblio-989795	17211
biblio-978711	1538
biblio-978711	3900
biblio-978711	5278
biblio-978711	51646
biblio-978711	20174
biblio-978711	331
biblio-978711	12225
biblio-978711	12438
biblio-978711	13252
biblio-978711	28583
biblio-978711	11665
biblio-978711	8311
biblio-978711	21044
biblio-978711	9373
biblio-978711	2973
biblio-978711	11254
biblio-978711	8901
biblio-978711	10554
biblio-978711	10554
biblio-978711	11594
biblio-978711	50219
biblio-978711	13104
biblio-978711	9562
biblio-986120	16771
biblio-986120	1294
biblio-986120	55055
biblio-986120	37623
biblio-986120	1972
biblio-986120	6958
biblio-986120	55088
biblio-986120	37736
biblio-986120	22261
biblio-986120	54398
biblio-986120	2884
biblio-986120	37677
biblio-986120	29315
biblio-986120	57441
biblio-986120	55124
biblio-986120	15329
biblio-986120	10127
biblio-986120	11724
biblio-986120	13308
biblio-986120	28448
biblio-986120	1965
biblio-986120	33191
biblio-985435	16735
biblio-985435	56243
biblio-985435	8901
biblio-985435	712
biblio-985435	771
biblio-985435	775
biblio-985435	773
biblio-985435	1189
biblio-985435	470
biblio-985435	27670
biblio-985435	2077
biblio-985435	51607
biblio-985435	10333
biblio-985435	28608
biblio-985435	6493
biblio-985435	51835
biblio-985435	8264
biblio-985435	14954
biblio-985435	34628
biblio-985435	37586
biblio-985435	12965
biblio-985435	25431
biblio-985435	10554
biblio-985435	34665
biblio-985435	7892
biblio-985435	29902
biblio-985435	12825
biblio-985435	2990
biblio-985435	35147
biblio-984378	11756
biblio-984378	1963
biblio-984378	51554
biblio-984378	50230
biblio-984378	11756
biblio-984378	33182
biblio-984378	4563
biblio-984378	10112
biblio-984378	12527
biblio-984378	13336
biblio-984378	28597
biblio-984378	28448
biblio-985490	3137
biblio-985490	6657
biblio-985490	51646
biblio-985490	6184
biblio-985490	331
biblio-985490	19167
biblio-985490	54468
biblio-985490	1538
biblio-985490	22669
biblio-985490	8281
biblio-985490	21030
biblio-985490	5974
biblio-985490	31855
biblio-985490	28219
biblio-985490	7414
biblio-985490	8264
biblio-985490	28631
biblio-985490	8901
biblio-985490	10554
biblio-985490	11594
biblio-985490	28612
biblio-985490	28584
biblio-985490	50219
biblio-985490	13104
biblio-985490	27451
biblio-985490	14190
biblio-985490	28093
biblio-985490	31852
biblio-985490	29416
biblio-985447	1437
biblio-985447	23923
biblio-985447	26115
biblio-985447	37717
biblio-985447	9562
biblio-985447	2511
biblio-985447	7487
biblio-985447	14190
biblio-980871	1963
biblio-980871	1294
biblio-980871	2648
biblio-980871	24572
biblio-980871	3961
biblio-980871	2214
biblio-980871	28564
biblio-980871	8195
biblio-980871	57324
biblio-980871	7152
biblio-980871	6916
biblio-980871	28584
biblio-980871	24769
biblio-980871	23461
biblio-980871	33191
biblio-980876	50224
biblio-980876	331
biblio-980876	13721
biblio-980876	12831
biblio-980876	28637
biblio-980876	33182
biblio-980876	33182
biblio-980876	3961
biblio-980876	5278
biblio-980876	28563
biblio-980876	21030
biblio-980876	5924
biblio-980876	7152
biblio-980876	6952
biblio-980876	21044
biblio-980876	21044
biblio-980876	10554
biblio-980876	10530
biblio-980876	11594
biblio-980876	28584
biblio-980876	50060
biblio-980876	13104
biblio-980876	33191
biblio-975233	28597
biblio-975233	8036
biblio-975233	5932
biblio-975233	51607
biblio-975233	28608
biblio-975233	29491
biblio-975233	29315
biblio-975233	10554
biblio-975233	6475
biblio-975233	6475
biblio-975233	13336
biblio-975233	28574
biblio-979172	1121
biblio-979172	29315
biblio-979172	331
biblio-979172	51607
biblio-979172	28608
biblio-979172	57324
biblio-979172	57324
biblio-979172	29315
biblio-979172	8901
biblio-979172	57818
biblio-979172	50219
biblio-979172	13104
biblio-979172	4258
biblio-979172	14415
biblio-976086	51221
biblio-976086	51607
biblio-976086	3942
biblio-976086	3946
biblio-976086	28612
biblio-976086	9951
biblio-976086	10554
biblio-976086	23862
biblio-976086	12438
biblio-976086	32485
biblio-976086	28448
biblio-976086	14190
biblio-978152	7931
biblio-978152	37723
biblio-978152	331
biblio-978152	32512
biblio-978152	16183
biblio-978152	1157
biblio-978152	470
biblio-978152	33182
biblio-978152	4865
biblio-978152	50132
biblio-978152	37736
biblio-978152	28564
biblio-978152	10828
biblio-978152	5937
biblio-978152	22261
biblio-978152	51835
biblio-978152	7399
biblio-978152	8929
biblio-978152	56846
biblio-978152	8033
biblio-978152	13336
biblio-978152	35155
biblio-978152	28448
biblio-978152	4258
biblio-978152	33191
biblio-984446	51646
biblio-984446	8901
biblio-984446	13327
biblio-984446	59
biblio-984446	1294
biblio-984446	470
biblio-984446	4149
biblio-984446	22236
biblio-984446	22261
biblio-984446	10554
biblio-984446	10554
biblio-984446	9514
biblio-984446	13194
biblio-984446	17212
biblio-984446	22234
biblio-978352	13662
biblio-978352	32511
biblio-978352	8901
biblio-978352	1072
biblio-978352	11756
biblio-978352	3379
biblio-978352	13662
biblio-978352	10333
biblio-978352	13657
biblio-978352	28612
biblio-978352	55693
biblio-978352	21030
biblio-978352	8264
biblio-978352	34703
biblio-978352	10554
biblio-978352	10530
biblio-978352	11594
biblio-978352	22845
biblio-978352	13124
biblio-978352	24772
biblio-978352	28448
biblio-978352	13104
biblio-978352	13915
biblio-978352	13195
biblio-978352	28162
biblio-978352	15241
biblio-977223	1252
biblio-977223	1731
biblio-977223	3892
biblio-977223	13252
biblio-977223	5249
biblio-977223	4977
biblio-977223	21030
biblio-977223	29416
biblio-977223	10554
biblio-977223	10554
biblio-977223	13248
biblio-977223	12608
biblio-977223	30959
biblio-977223	54410
biblio-976084	3123
biblio-976084	10112
biblio-976084	911
biblio-976084	3578
biblio-976084	24022
biblio-976084	4555
biblio-976084	28564
biblio-976084	15345
biblio-976084	8456
biblio-976084	5910
biblio-976084	9284
biblio-976084	7576
biblio-976084	9527
biblio-976084	32936
biblio-976084	9692
biblio-976084	10554
biblio-976084	7579
biblio-976084	14190
biblio-976084	15155
biblio-985677	3137
biblio-985677	51646
biblio-985677	911
biblio-985677	37255
biblio-985677	12967
biblio-985677	1538
biblio-985677	33182
biblio-985677	33182
biblio-985677	7435
biblio-985677	51609
biblio-985677	2821
biblio-985677	28564
biblio-985677	54398
biblio-985677	28566
biblio-985677	13721
biblio-985677	13724
biblio-985677	13724
biblio-985677	8741
biblio-985677	28632
biblio-985677	11252
biblio-985677	8901
biblio-985677	8670
biblio-985677	37735
biblio-985677	50219
biblio-985677	28567
biblio-985677	28455
biblio-985677	13104
biblio-985677	13195
biblio-985677	32284
biblio-975227	1963
biblio-975227	10554
biblio-975227	11756
biblio-975227	12225
biblio-975227	30212
biblio-975227	27804
biblio-975227	9912
biblio-975227	9913
biblio-975227	12955
biblio-975227	23905
biblio-975227	5679
biblio-975227	34664
biblio-989796	32449
biblio-989796	1963
biblio-989796	8901
biblio-989796	1252
biblio-989796	28583
biblio-989796	8100
biblio-989796	9143
biblio-989796	2973
biblio-985455	8398
biblio-985455	13538
biblio-985455	1538
biblio-985455	2511
biblio-985455	6853
biblio-985455	28583
biblio-985455	19237
biblio-985455	11812
biblio-985455	8741
biblio-985670	28583
biblio-985670	12366
biblio-985670	8203
biblio-985670	10662
biblio-985501	4691
biblio-985501	29357
biblio-985501	3961
biblio-985501	3270
biblio-985501	6622
biblio-985501	15329
biblio-985501	10554
biblio-985501	10382
biblio-985501	14572
biblio-985501	29476
biblio-985501	14190
biblio-985406	1538
biblio-985406	12560
biblio-985406	8901
biblio-985406	28455
biblio-985406	34785
biblio-985406	28600
biblio-985406	28608
biblio-985406	11425
biblio-985406	38061
biblio-985406	28563
biblio-985406	12560
biblio-985406	28612
biblio-985406	57324
biblio-985406	28219
biblio-985406	6916
biblio-985406	12527
biblio-985406	1967
biblio-985406	21044
biblio-985406	37730
biblio-985406	28632
biblio-985406	11443
biblio-985406	10554
biblio-985406	10479
biblio-985406	1748
biblio-985406	28448
biblio-985406	13104
biblio-985406	32493
biblio-984429	11732
biblio-984429	13411
biblio-984429	6327
biblio-984429	51646
biblio-984429	9959
biblio-984429	6483
biblio-984429	44
biblio-984429	11732
biblio-984429	23233
biblio-984429	29304
biblio-984429	22261
biblio-984429	5443
biblio-984429	5443
biblio-984429	8901
biblio-984429	11812
biblio-984429	31707
biblio-984429	30934
biblio-984429	15086
biblio-984429	15085
biblio-979366	24439
biblio-979366	12225
biblio-979366	13721
biblio-979366	13033
biblio-979366	26115
biblio-979366	28608
biblio-979366	13721
biblio-979366	23905
biblio-979366	5924
biblio-979366	15297
biblio-979366	13305
biblio-979366	12755
biblio-979366	28448
biblio-979366	28461
biblio-979366	33191
biblio-989952	3137
biblio-989952	13596
biblio-989952	1252
biblio-989952	44
biblio-989952	1443
biblio-989952	30241
biblio-989952	28600
biblio-989952	28563
biblio-989952	31481
biblio-989952	29653
biblio-989952	28612
biblio-989952	29407
biblio-989952	7414
biblio-989952	8901
biblio-989952	10554
biblio-989952	50219
biblio-989952	11812
biblio-989952	31707
biblio-989952	28610
biblio-986686	8678
biblio-986686	52526
biblio-986686	34664
biblio-989320	50224
biblio-989320	7530
biblio-989320	712
biblio-989320	34785
biblio-989320	19080
biblio-989320	1593
biblio-989320	28600
biblio-989320	28600
biblio-989320	3961
biblio-989320	51811
biblio-989320	10554
biblio-989320	28583
biblio-989320	33178
biblio-989320	15297
biblio-989320	19248
biblio-989320	33183
biblio-989320	52175
biblio-989320	7471
biblio-989320	10530
biblio-989320	13104
biblio-989320	13761
biblio-979370	9236
biblio-979370	23631
biblio-979370	28608
biblio-979370	12021
biblio-979370	9236
biblio-979370	23631
biblio-979370	12967
biblio-979370	3490
biblio-979370	13721
biblio-979370	5679
biblio-979370	11257
biblio-979370	28433
biblio-979370	12527
biblio-979370	33183
biblio-979370	11594
biblio-979370	2046
biblio-979370	28584
biblio-979370	3487
biblio-979370	53743
biblio-984820	51609
biblio-984820	5278
biblio-984820	5278
biblio-984820	12955
biblio-984820	12527
biblio-984820	6184
biblio-984820	5278
biblio-985744	13883
biblio-985744	9524
biblio-985744	6184
biblio-985744	10214
biblio-985744	31876
biblio-985744	6408
biblio-985744	2320
biblio-985744	7432
biblio-985744	31048
biblio-985744	21030
biblio-985744	13750
biblio-985744	8264
biblio-985744	9562
biblio-985744	5255
biblio-985744	7180
biblio-985744	10554
biblio-985744	10480
biblio-985744	10530
biblio-985744	12428
biblio-985744	28567
biblio-985744	13104
biblio-985744	9562
biblio-985744	22664
biblio-985744	9562
biblio-989790	10112
biblio-989790	31008
biblio-989790	34002
biblio-989790	12225
biblio-989790	2990
biblio-989790	5416
biblio-989790	12527
biblio-989790	29064
biblio-989790	13721
biblio-989790	1252
biblio-989790	26115
biblio-989790	30112
biblio-989790	7435
biblio-989790	28608
biblio-989790	4562
biblio-989790	29491
biblio-989790	56856
biblio-989790	10662
biblio-989790	22347
biblio-989790	5278
biblio-989790	30459
biblio-989790	28451
biblio-985440	32486
biblio-985440	51614
biblio-985440	5418
biblio-985440	16665
biblio-985440	4816
biblio-985440	4858
biblio-985440	9143
biblio-985440	11376
biblio-985440	19402
biblio-978704	51646
biblio-978704	7553
biblio-978704	30650
biblio-978704	24589
biblio-978704	3946
biblio-978704	28561
biblio-978704	3343
biblio-978704	21030
biblio-978704	7152
biblio-978704	28583
biblio-978704	7414
biblio-978704	8901
biblio-978704	10554
biblio-978704	28584
biblio-978704	13104
biblio-986118	36448
biblio-986118	3268
biblio-986118	3660
biblio-986118	21030
biblio-986118	5924
biblio-986118	28433
biblio-986118	8678
biblio-986118	10554
biblio-986118	10338
biblio-986118	12009
biblio-986118	12021
biblio-986118	12007
biblio-986118	33139
biblio-986118	4562
biblio-986118	14190
biblio-984865	29315
biblio-984865	3268
biblio-984865	331
biblio-984865	37623
biblio-984865	5278
biblio-984865	15259
biblio-984865	28433
biblio-984865	29315
biblio-984865	8203
biblio-984865	15297
biblio-984865	12825
biblio-978353	1455
biblio-978353	12527
biblio-978353	7931
biblio-978353	1444
biblio-978353	28600
biblio-978353	36498
biblio-978353	33182
biblio-978353	28566
biblio-978353	56798
biblio-978353	5924
biblio-978353	15345
biblio-978353	7414
biblio-978353	28631
biblio-978353	10554
biblio-978353	13248
biblio-978353	28612
biblio-978353	28584
biblio-978353	6447
biblio-978353	13104
biblio-978353	28162
biblio-984459	2973
biblio-984459	51646
biblio-984459	8990
biblio-984459	57808
biblio-984459	37736
biblio-984459	6061
biblio-984459	7931
biblio-984459	16136
biblio-984459	8901
biblio-984459	35112
biblio-984459	10554
biblio-984459	11383
biblio-984459	11662
biblio-984459	11747
biblio-984459	6721
biblio-974789	56243
biblio-974789	37723
biblio-974789	20174
biblio-974789	20174
biblio-974789	470
biblio-974789	12225
biblio-974789	11257
biblio-974789	11257
biblio-974789	8264
biblio-974789	12755
biblio-974789	28448
biblio-974789	2990
biblio-974789	33191
biblio-986124	1252
biblio-986124	23106
biblio-986124	14042
biblio-986124	23905
biblio-986124	7376
biblio-986124	7414
biblio-986124	29315
biblio-986124	29315
biblio-986124	28613
biblio-986124	2973
biblio-986124	13335
biblio-986124	3106
biblio-986124	33139
biblio-986124	32284
biblio-986124	33191
biblio-985192	50219
biblio-985192	6008
biblio-985192	8304
biblio-985192	10530
biblio-985192	22941
biblio-985192	35147
biblio-985173	5679
biblio-985173	57215
biblio-985173	1252
biblio-985173	3173
biblio-985173	4721
biblio-985173	23905
biblio-985173	8264
biblio-985173	10554
biblio-985173	13336
biblio-985173	35170
biblio-985173	28448
biblio-985173	34666
biblio-985904	22102
biblio-985904	10554
biblio-984701	34247
biblio-984701	331
biblio-984701	470
biblio-984701	29153
biblio-984701	10281
biblio-984701	28564
biblio-984701	8348
biblio-984701	7155
biblio-984701	6486
biblio-984701	5678
biblio-984701	10554
biblio-984701	9464
biblio-984701	5678
biblio-984701	13104
biblio-986125	1963
biblio-986125	57289
biblio-986125	33182
biblio-986125	36448
biblio-986125	10333
biblio-986125	4720
biblio-986125	897
biblio-986125	6823
biblio-986125	12527
biblio-986125	7980
biblio-986125	15350
biblio-986125	8456
biblio-986125	8738
biblio-986125	9261
biblio-986125	11490
biblio-986125	58023
biblio-985090	51646
biblio-985090	30827
biblio-985090	3063
biblio-985090	3142
biblio-985090	2511
biblio-985090	32724
biblio-985090	24023
biblio-985090	23106
biblio-985090	30577
biblio-985090	32101
biblio-985090	5937
biblio-985090	874
biblio-985090	30204
biblio-985090	8901
biblio-985090	2667
biblio-985090	35089
biblio-985090	2505
biblio-973454	15091
biblio-973454	9236
biblio-973454	23631
biblio-973454	29315
biblio-973454	29390
biblio-973454	26115
biblio-973454	34002
biblio-973454	22102
biblio-973454	4067
biblio-973454	37653
biblio-973454	2359
biblio-973454	28466
biblio-973454	13721
biblio-973454	13721
biblio-973454	28612
biblio-973454	7152
biblio-973454	57228
biblio-973454	12527
biblio-973454	38061
biblio-973454	53563
biblio-973454	57780
biblio-973454	14415
biblio-989024	8901
biblio-989024	4387
biblio-989024	51833
biblio-989024	27840
biblio-989024	51840
biblio-989024	11747
biblio-989024	13613
biblio-984143	1963
biblio-984143	51214
biblio-984143	27937
biblio-984143	28603
biblio-984143	1252
biblio-984143	1848
biblio-984143	3245
biblio-984143	24543
biblio-984143	4592
biblio-984143	57324
biblio-984143	35417
biblio-984143	6952
biblio-984143	6927
biblio-984143	51835
biblio-984143	7360
biblio-984143	22239
biblio-984143	1967
biblio-984143	9227
biblio-984143	15297
biblio-984143	15329
biblio-984143	51251
biblio-984143	10487
biblio-984143	37660
biblio-984143	31707
biblio-984143	24542
biblio-989710	3137
biblio-989710	12030
biblio-989710	470
biblio-989710	37623
biblio-989710	36448
biblio-989710	37623
biblio-989710	28433
biblio-989710	12527
biblio-989710	28433
biblio-989710	19129
biblio-978634	28620
biblio-978634	31707
biblio-978634	24439
biblio-978634	10545
biblio-978634	1967
biblio-978634	1113
biblio-978634	23861
biblio-978634	12438
biblio-978634	6278
biblio-978634	29399
biblio-978634	9913
biblio-978634	9912
biblio-978634	9913
biblio-978634	54358
biblio-978634	37660
biblio-978634	11594
biblio-978634	22228
biblio-978634	28567
biblio-978634	8079
biblio-984718	3137
biblio-984718	8022
biblio-984718	37723
biblio-984718	34785
biblio-984718	2357
biblio-984718	28637
biblio-984718	51607
biblio-984718	3942
biblio-984718	3946
biblio-984718	28564
biblio-984718	57538
biblio-984718	6184
biblio-984718	10554
biblio-984718	9464
biblio-984718	55111
biblio-984718	28584
biblio-984718	35155
biblio-984718	14190
biblio-984718	14190
biblio-984718	14190
biblio-984710	8990
biblio-984710	1294
biblio-984710	34002
biblio-984710	3942
biblio-984710	28564
biblio-984710	50497
biblio-984710	28628
biblio-984710	29653
biblio-984710	21034
biblio-984710	50224
biblio-984710	53808
biblio-984710	28632
biblio-984710	10554
biblio-984710	11594
biblio-984710	28584
biblio-984710	50219
biblio-984710	27786
biblio-989792	6493
biblio-989792	17211
biblio-989792	9236
biblio-989792	23631
biblio-989792	34668
biblio-989792	1252
biblio-989792	12438
biblio-989792	28466
biblio-989792	6493
biblio-989792	11257
biblio-989792	28613
biblio-989792	9951
biblio-989792	53563
biblio-989792	55220
biblio-989792	10554
biblio-989792	10565
biblio-989792	12566
biblio-989792	31707
biblio-989792	10464
biblio-989792	50524
biblio-989792	55675
biblio-985604	11756
biblio-985604	555
biblio-985604	37677
biblio-985604	13328
biblio-985604	50230
biblio-985604	28564
biblio-985604	10554
biblio-985604	34612
biblio-985604	23905
biblio-985604	23919
biblio-985604	6917
biblio-985604	37730
biblio-985604	2973
biblio-985604	11443
biblio-985604	34658
biblio-984721	3391
biblio-984721	13427
biblio-984721	8678
biblio-984721	10112
biblio-984721	54358
biblio-984721	7553
biblio-984721	8990
biblio-984721	13325
biblio-984721	133
biblio-984721	11490
biblio-984721	13336
biblio-984721	28448
biblio-984721	15186
biblio-985199	53488
biblio-985199	2511
biblio-985199	26426
biblio-985199	13926
biblio-985199	51896
biblio-985199	11376
biblio-985199	9562
biblio-985199	9562
biblio-985660	72
biblio-985660	51542
biblio-985660	28599
biblio-985660	29491
biblio-985660	9929
biblio-985660	4943
biblio-985660	6917
biblio-985660	28984
biblio-985660	12527
biblio-985660	13336
biblio-985660	54846
biblio-985660	16054
biblio-976083	13957
biblio-976083	28600
biblio-976083	28600
biblio-976083	3961
biblio-976083	19562
biblio-976083	13195
biblio-976083	19562
biblio-976083	14190
biblio-976083	14312
biblio-976083	9562
biblio-976083	15085
biblio-975245	29653
biblio-975245	10662
biblio-975245	9234
biblio-975245	37677
biblio-975245	9227
biblio-975245	29907
biblio-975245	2711
biblio-975245	4720
biblio-973416	20174
biblio-973416	26115
biblio-973416	34002
biblio-973416	12225
biblio-973416	27804
biblio-973416	28608
biblio-973416	3883
biblio-973416	38061
biblio-973416	28466
biblio-973416	56963
biblio-973416	8741
biblio-973416	28613
biblio-973416	15329
biblio-973416	52503
biblio-973416	20174
biblio-973416	28567
biblio-973416	13104
biblio-973416	13195
biblio-989712	3137
biblio-989712	28624
biblio-989712	25658
biblio-989712	25658
biblio-989712	32493
biblio-989043	31579
biblio-989043	3137
biblio-989043	23894
biblio-989043	1741
biblio-989043	37717
biblio-989043	37292
biblio-989043	33264
biblio-989043	30752
biblio-989043	19019
biblio-989043	4535
biblio-989043	31494
biblio-989043	51672
biblio-989043	31579
biblio-989043	53776
biblio-989043	11471
biblio-989043	25375
biblio-989043	13136
biblio-989043	3660
biblio-989043	25422
biblio-989043	5535
biblio-989043	13308
biblio-989043	28448
biblio-989043	21034
biblio-989043	14074
biblio-989043	32560
biblio-976141	13957
biblio-976141	34247
biblio-976141	28600
biblio-976141	10338
biblio-976141	28566
biblio-976141	32101
biblio-976141	28612
biblio-976141	52517
biblio-976141	33361
biblio-976141	7152
biblio-976141	8264
biblio-976141	3660
biblio-976141	11747
biblio-976141	14190
biblio-983707	12967
biblio-983707	57718
biblio-983707	12967
biblio-983707	33150
biblio-983707	33150
biblio-983707	53366
biblio-983707	12831
biblio-983707	34002
biblio-983707	16735
biblio-983707	28566
biblio-983707	50054
biblio-983707	12527
biblio-983707	9143
biblio-983707	8901
biblio-983707	12803
biblio-983707	28448
biblio-983707	2990
biblio-976081	7553
biblio-976081	10112
biblio-976081	916
biblio-976081	30833
biblio-976081	28600
biblio-976081	28600
biblio-976081	33773
biblio-976081	3961
biblio-976081	28583
biblio-976081	10554
biblio-976081	38861
biblio-976081	1965
biblio-976081	3408
biblio-976081	13957
biblio-976081	14190
biblio-976081	33361
biblio-976081	14312
biblio-976081	19099
biblio-989037	23851
biblio-989037	44
biblio-989037	2511
biblio-989037	22261
biblio-989037	4796
biblio-989037	23851
biblio-989037	14549
biblio-989037	2496
biblio-989037	33176
biblio-989037	10642
biblio-989037	10642
biblio-989037	13308
biblio-989037	37778
biblio-989037	23827
biblio-984173	1963
biblio-984173	33188
biblio-984173	37677
biblio-984173	50224
biblio-984173	34664
biblio-984173	1301
biblio-984173	9067
biblio-984173	37619
biblio-984173	51609
biblio-984173	38873
biblio-984173	29399
biblio-984173	4675
biblio-984173	4920
biblio-984173	4592
biblio-984173	21030
biblio-984173	11257
biblio-984173	6823
biblio-984173	133
biblio-984173	8577
biblio-984173	9234
biblio-984173	9261
biblio-984173	15329
biblio-984173	37660
biblio-984173	9514
biblio-984173	9464
biblio-984173	12485
biblio-984173	29154
biblio-984173	12825
biblio-984173	22234
biblio-984173	33191
biblio-985583	23889
biblio-985583	7764
biblio-985583	35900
biblio-985583	3961
biblio-985583	51833
biblio-985583	32550
biblio-985583	15345
biblio-985583	21044
biblio-985583	10554
biblio-985583	5665
biblio-985583	56689
biblio-985583	13104
biblio-985583	14190
biblio-985583	14190
biblio-985583	15345
biblio-1003448	11756
biblio-1003448	1963
biblio-1003448	56815
biblio-1003448	37677
biblio-1003448	55757
biblio-1003448	34785
biblio-1003448	34002
biblio-1003448	27804
biblio-1003448	37622
biblio-1003448	9913
biblio-1003448	9912
biblio-1003448	9913
biblio-1003448	23905
biblio-1003448	28613
biblio-1003448	27977
biblio-1003448	28597
biblio-991305	8901
biblio-991305	6184
biblio-991305	51280
biblio-991305	56798
biblio-991305	1294
biblio-991305	28600
biblio-991305	27804
biblio-991305	3961
biblio-991305	50497
biblio-991305	23905
biblio-991305	32768
biblio-991305	10554
biblio-991305	11594
biblio-991305	27786
biblio-991305	13104
biblio-991305	6063
biblio-991305	28584
biblio-991305	34918
biblio-1003169	13411
biblio-1003169	10112
biblio-1003169	57937
biblio-1003169	34002
biblio-1003169	13721
biblio-1003169	33921
biblio-1003169	29315
biblio-1003169	9464
biblio-1003169	20174
biblio-991293	9395
biblio-991293	8901
biblio-991293	3341
biblio-991293	3341
biblio-991293	1252
biblio-991293	5246
biblio-991293	30650
biblio-991293	2990
biblio-991293	2359
biblio-991293	9395
biblio-991293	51896
biblio-991293	10554
biblio-991293	23812
biblio-991293	28567
biblio-991293	28448
biblio-991293	13148
biblio-991293	14190
biblio-990598	53812
biblio-990598	12793
biblio-990598	51572
biblio-990598	13562
biblio-990598	4535
biblio-990598	51833
biblio-990598	29653
biblio-990598	51835
biblio-990598	9143
biblio-990598	22228
biblio-990598	28567
biblio-990598	3675
biblio-1003389	28567
biblio-1003389	28609
biblio-1003389	1252
biblio-1003389	13883
biblio-1003389	11622
biblio-1003389	38061
biblio-1003389	51833
biblio-1003389	28564
biblio-1003389	29653
biblio-1003389	6262
biblio-1003389	7198
biblio-1003389	13895
biblio-1003389	28632
biblio-1003389	8901
biblio-1003389	25401
biblio-1003389	10554
biblio-1003389	10530
biblio-1003389	13895
biblio-1003389	24772
biblio-990384	651
biblio-990384	9524
biblio-990384	3961
biblio-990384	28564
biblio-990384	1287
biblio-990384	23731
biblio-990384	23106
biblio-990384	28631
biblio-990384	28632
biblio-990384	10554
biblio-990384	10554
biblio-990384	19366
biblio-990384	7555
biblio-990384	14190
biblio-990384	31994
biblio-1001968	24426
biblio-1001968	9562
biblio-1001968	24318
biblio-1001968	4592
biblio-1001968	15329
biblio-1001968	7360
biblio-1001968	12831
biblio-1001968	33191
biblio-1001968	29416
biblio-1001968	34666
biblio-1001968	34658
biblio-1001661	333
biblio-1001661	8022
biblio-1001661	31579
biblio-1001661	4858
biblio-1001661	27804
biblio-1001661	51607
biblio-1001661	54362
biblio-1001661	1267
biblio-1001661	55453
biblio-1001661	13421
biblio-1001661	56240
biblio-1001661	21034
biblio-1001661	51835
biblio-1001661	51646
biblio-1001661	15000
biblio-1001661	9225
biblio-1001661	12074
biblio-1001661	11641
biblio-1001661	12519
biblio-1001661	28448
biblio-1001661	20208
biblio-1001661	19402
biblio-991776	57215
biblio-991776	5349
biblio-991776	8356
biblio-991776	27786
biblio-991776	29315
biblio-991776	3961
biblio-991776	28480
biblio-991776	36424
biblio-991776	12527
biblio-991776	8456
biblio-991776	27786
biblio-990607	19239
biblio-990607	2648
biblio-990607	33182
biblio-990607	3499
biblio-990607	4342
biblio-990607	4562
biblio-990607	4589
biblio-990607	14042
biblio-990607	12955
biblio-990607	13721
biblio-990607	32412
biblio-990607	28433
biblio-990607	12366
biblio-990607	16610
biblio-990607	28433
biblio-990607	51653
biblio-990607	11490
biblio-990607	54362
biblio-990607	11490
biblio-990607	22969
biblio-990607	5278
biblio-1002676	727
biblio-1002676	13883
biblio-1002676	3946
biblio-1002676	28628
biblio-1002676	7152
biblio-1002676	33598
biblio-1002676	15329
biblio-1002676	10554
biblio-1002676	9396
biblio-1002676	28567
biblio-990913	3268
biblio-990913	13411
biblio-990913	8901
biblio-990913	57371
biblio-990913	4535
biblio-990913	23631
biblio-990913	22261
biblio-990913	7772
biblio-990913	29907
biblio-990913	15329
biblio-990913	28258
biblio-990913	11490
biblio-990913	35155
biblio-990913	12825
biblio-990959	51646
biblio-990959	29043
biblio-990959	57067
biblio-990959	916
biblio-990959	7764
biblio-990959	1178
biblio-990959	32511
biblio-990959	28564
biblio-990959	28564
biblio-990959	12366
biblio-990959	8264
biblio-990959	13963
biblio-990959	13964
biblio-990959	50224
biblio-990959	8901
biblio-990959	10554
biblio-990959	28584
biblio-990959	12077
biblio-990959	28448
biblio-990959	2990
biblio-990959	14413
biblio-1002160	3137
biblio-1002160	50224
biblio-1002160	3727
biblio-1002160	32511
biblio-1002160	3961
biblio-1002160	26426
biblio-1002160	29310
biblio-1002160	51835
biblio-1002160	6418
biblio-1002160	10554
biblio-1002160	57482
biblio-1002160	6447
biblio-1002160	56232
biblio-996824	12955
biblio-996824	27924
biblio-996824	15350
biblio-996824	33191
biblio-990961	686
biblio-990961	28600
biblio-990961	13581
biblio-990961	5521
biblio-990961	38340
biblio-990961	4691
biblio-990961	28564
biblio-990961	9527
biblio-990961	13957
biblio-990961	14190
biblio-990961	14312
biblio-990961	15064
biblio-996910	8022
